cd,estimate,sd,q025,q975,pop
NJ-05,0.2398949,0.02567583,0.191088,0.2933357,794124.0
NJ-06,0.23278439,0.025419785,0.18471515,0.28630137,786852.0
NJ-07,0.23351377,0.024982046,0.1848639,0.2846035,789395.0
NJ-08,0.22759284,0.026160402,0.17929576,0.28384423,780400.0
NJ-09,0.22387443,0.025482075,0.17652938,0.27801427,772304.0
NJ-10,0.26405257,0.028581165,0.21013439,0.3232185,800235.0
NJ-11,0.23841429,0.02537403,0.18956535,0.29044488,800047.0
NJ-12,0.24320471,0.026312156,0.19330709,0.298743,808411.0
NM-01,0.25606853,0.032567166,0.19448552,0.32339394,714162.0
NM-02,0.24304283,0.03267527,0.1815353,0.31011435,711443.0
NM-03,0.23923208,0.031450815,0.17984213,0.30479467,739622.0
NV-01,0.24522416,0.033766814,0.18367356,0.31862655,793572.0
NV-02,0.23572685,0.032507617,0.17671414,0.3071889,802958.0
NV-03,0.24874038,0.033471614,0.18664196,0.3224125,840861.0
NV-04,0.24969862,0.034258064,0.1871454,0.32431278,833068.0
NY-01,0.23713902,0.021898333,0.19672875,0.28216493,782048.0
NY-02,0.23300752,0.02221737,0.19193259,0.2794769,777587.0
NY-03,0.24845909,0.023479303,0.20524779,0.297146,775762.0
NY-04,0.25708905,0.023129275,0.21433893,0.3050398,777460.0
NY-05,0.27182448,0.025221428,0.22549118,0.32390702,767073.0
NY-06,0.2355968,0.0252511,0.18988408,0.2888679,726983.0
NY-07,0.22984023,0.022363702,0.18878803,0.27629814,778244.0
NY-08,0.2695865,0.024832183,0.2237064,0.3214593,739419.0
NY-09,0.26817644,0.02444281,0.22287856,0.3185795,711715.0
NY-10,0.23884308,0.022639634,0.19779979,0.28644177,757268.0
NY-11,0.22743021,0.022141475,0.18673374,0.27410254,759700.0
NY-12,0.26545444,0.023810454,0.22168408,0.3149346,754444.0
NY-13,0.2615003,0.025080564,0.21537259,0.31361875,747658.0
NY-14,0.24032694,0.024289457,0.19599824,0.29123887,737479.0
NY-15,0.2594964,0.025936821,0.21226245,0.3132994,754452.0
NY-16,0.26602817,0.023804488,0.22180682,0.3152071,773498.0
NY-17,0.241731,0.022325883,0.2007272,0.28795835,783178.0
NY-18,0.23194697,0.021731539,0.19193754,0.2772708,791197.0
NY-19,0.22242042,0.021015266,0.18369833,0.266034,776407.0
NY-20,0.23354761,0.021588545,0.19364564,0.2784946,790819.0
NY-21,0.2097539,0.02048117,0.17156571,0.25259405,767818.0
NY-22,0.22602029,0.021282228,0.18662623,0.27041614,765333.0
NY-23,0.21350773,0.020690255,0.17522602,0.25661844,773659.0
NY-24,0.20965987,0.020481316,0.17156892,0.25250205,772842.0
NY-25,0.23794053,0.021945355,0.19761491,0.28365976,768543.0
NY-26,0.23377796,0.02175614,0.19369052,0.27913946,760763.0
OH-01,0.21921806,0.02401487,0.16987589,0.26396358,809812.0
OH-02,0.18416254,0.021538353,0.14023747,0.22389022,812951.0
OH-03,0.22821951,0.024940938,0.17743576,0.2750593,787293.0
OH-04,0.19150455,0.021920089,0.14668468,0.23200013,810074.0
OH-05,0.19291432,0.022031166,0.14799957,0.23370619,800333.0
OH-06,0.19533387,0.022295132,0.1497067,0.23661208,793305.0
OH-07,0.20076744,0.022512114,0.15468624,0.2425243,789395.0
OH-08,0.20424485,0.022793353,0.15778407,0.24671093,791194.0
OH-09,0.20346488,0.022806233,0.15726249,0.24599336,776198.0
OH-10,0.21010482,0.023198837,0.16262259,0.25345713,790946.0
OH-11,0.24928477,0.027097687,0.19460513,0.29994673,759272.0
OH-12,0.18950863,0.021809492,0.14489421,0.22974457,812667.0
OH-13,0.2076068,0.023033667,0.16071467,0.2506032,784965.0
OH-14,0.19766162,0.022321431,0.15210924,0.23900285,785592.0
OH-15,0.1983491,0.022443492,0.15257093,0.24010977,822958.0
OK-01,0.20044635,0.029808164,0.15451309,0.27105275,829496.0
OK-02,0.19482227,0.029706487,0.14840841,0.26400757,817506.0
OK-03,0.19342577,0.029471219,0.1480535,0.26288408,796982.0
OK-04,0.19526947,0.0292967,0.15019138,0.2643327,819547.0
OK-05,0.20786591,0.030271411,0.16096269,0.2793067,836446.0
OR-01,0.27174062,0.031073436,0.21804236,0.33814013,717097.0
OR-02,0.2546707,0.03028936,0.20325695,0.31992137,704731.0
OR-03,0.26545504,0.030710077,0.21257897,0.33173144,700356.0
OR-04,0.261592,0.030420935,0.20966533,0.3266199,713359.0
OR-05,0.2617775,0.030444967,0.20936915,0.3270212,717262.0
OR-06,0.25904998,0.030582761,0.20686266,0.324941,721521.0
