cd,estimate,sd,q025,q975,pop
FL-26,0.8184371,0.018684257,0.7840039,0.8570709,851023.0
FL-27,0.82932836,0.017672615,0.7968311,0.86583066,788663.0
FL-28,0.8132326,0.019190883,0.7781173,0.85294354,791639.0
GA-01,0.80119735,0.01792981,0.7610516,0.8326761,806527.0
GA-02,0.79375225,0.019185927,0.7505943,0.827477,757237.0
GA-03,0.80577916,0.017663836,0.76617444,0.83680254,799779.0
GA-04,0.7868182,0.019934637,0.7425206,0.8222875,759723.0
GA-05,0.80028206,0.018578617,0.75823045,0.83310205,771919.0
GA-06,0.8013151,0.018760616,0.75894094,0.8342989,803622.0
GA-07,0.82301587,0.016999599,0.7847934,0.8526747,815664.0
GA-08,0.796833,0.018429717,0.75562155,0.8291201,787859.0
GA-09,0.80501723,0.017715992,0.76497287,0.83606154,828867.0
GA-10,0.8021093,0.017802542,0.76177746,0.8332301,835723.0
GA-11,0.8133255,0.016992953,0.7747662,0.84280825,811649.0
GA-12,0.7968315,0.018449148,0.7556211,0.8292602,786389.0
GA-13,0.7896728,0.019958783,0.74512756,0.8248161,820455.0
GA-14,0.80054486,0.018060816,0.7599221,0.8322324,795540.0
HI-01,0.8132758,0.023398573,0.76478875,0.8582982,788658.0
HI-02,0.8112014,0.022625128,0.765404,0.85535395,834691.0
IA-01,0.81439745,0.017808102,0.7772725,0.84765947,804653.0
IA-02,0.816537,0.017716363,0.7795788,0.8495967,797275.0
IA-03,0.81004673,0.01829446,0.7722433,0.8440839,837847.0
IA-04,0.8126542,0.017987821,0.7747676,0.8462184,801500.0
ID-01,0.8180167,0.019275129,0.77991384,0.85700524,1033764.0
ID-02,0.81712294,0.01924435,0.77871877,0.8560288,967967.0
IL-01,0.80384344,0.018002508,0.76616144,0.8390134,735217.0
IL-02,0.7992872,0.018576689,0.76054925,0.83537996,732314.0
IL-03,0.7960734,0.018436031,0.75755167,0.83210206,732739.0
IL-04,0.778775,0.021157749,0.73430926,0.81957483,712060.0
IL-05,0.83070046,0.01523015,0.79973805,0.8601057,773670.0
IL-06,0.821948,0.01584471,0.7892583,0.85267246,764437.0
IL-07,0.80060023,0.018295016,0.7622372,0.83610487,761127.0
IL-08,0.80671173,0.017210033,0.77119184,0.8405563,752540.0
IL-09,0.8267749,0.015598184,0.7946822,0.85756767,740405.0
IL-10,0.8157933,0.016503943,0.7818626,0.8479814,749734.0
IL-11,0.8180709,0.01616355,0.78452265,0.8497502,766547.0
IL-12,0.820082,0.015978439,0.7873086,0.85102206,745851.0
IL-13,0.8119795,0.016308784,0.77773154,0.8439582,741856.0
IL-14,0.8049216,0.017138615,0.7697495,0.8385351,766543.0
IL-15,0.8234746,0.015653634,0.7913035,0.8538159,739138.0
IL-16,0.81986344,0.01603857,0.7869273,0.8510609,752718.0
IL-17,0.81080884,0.016410714,0.7764274,0.84298366,743467.0
