cd,estimate,sd,q025,q975,pop
NV-02,0.2889379,0.02292713,0.24230641,0.3326687,802958.0
NV-03,0.2970423,0.023446009,0.2497166,0.34213585,840861.0
NV-04,0.29122943,0.023840355,0.2428453,0.337498,833068.0
NY-01,0.2987243,0.019352287,0.26288724,0.33939672,782048.0
NY-02,0.2896113,0.019807782,0.25297233,0.33161235,777587.0
NY-03,0.3133701,0.0209157,0.27477798,0.3564729,775762.0
NY-04,0.30467215,0.020009845,0.26737845,0.34662035,777460.0
NY-05,0.31029007,0.022184782,0.2683817,0.355759,767073.0
NY-06,0.3130234,0.024176281,0.2685004,0.36336666,726983.0
NY-07,0.28309494,0.019963415,0.24606013,0.32469758,778244.0
NY-08,0.3072251,0.021482885,0.26701778,0.3516237,739419.0
NY-09,0.30666488,0.02149032,0.26637122,0.35119736,711715.0
NY-10,0.2947126,0.01994607,0.25777936,0.33600745,757268.0
NY-11,0.29873544,0.020444965,0.2607651,0.34094095,759700.0
NY-12,0.30613667,0.01978761,0.26974303,0.3465786,754444.0
NY-13,0.29808885,0.021568647,0.25767824,0.34273425,747658.0
NY-14,0.29249194,0.021772262,0.25218886,0.33725405,737479.0
NY-15,0.2976778,0.022790348,0.25558507,0.34488738,754452.0
NY-16,0.3065221,0.020274084,0.26864627,0.34893325,773498.0
NY-17,0.2978588,0.019830406,0.26118338,0.34001768,783178.0
NY-18,0.29084495,0.019458221,0.25503722,0.3323886,791197.0
NY-19,0.29147092,0.019129166,0.255779,0.33205387,776407.0
NY-20,0.29371297,0.019165782,0.2577764,0.33344463,790819.0
NY-21,0.28398383,0.019305753,0.24849162,0.32451144,767818.0
NY-22,0.2921398,0.019304033,0.25620493,0.3326835,765333.0
NY-23,0.28794613,0.019448537,0.25219238,0.32882956,773659.0
NY-24,0.28399673,0.019315409,0.24839607,0.3245193,772842.0
NY-25,0.29606876,0.019367052,0.26005092,0.33649287,768543.0
NY-26,0.29529026,0.019494478,0.25890097,0.33597273,760763.0
OH-01,0.250423,0.018044382,0.2149584,0.28691134,809812.0
OH-02,0.23677075,0.01762203,0.2022602,0.27169344,812951.0
OH-03,0.25128785,0.01856098,0.21522464,0.28910166,787293.0
OH-04,0.24027705,0.017490199,0.20608796,0.275022,810074.0
OH-05,0.24122486,0.017498307,0.20702069,0.27608174,800333.0
OH-06,0.24432063,0.017683284,0.20958331,0.27907568,793305.0
OH-07,0.24704844,0.017528532,0.21257421,0.282158,789395.0
OH-08,0.24563675,0.017744483,0.21120189,0.281317,791194.0
OH-09,0.24575935,0.01761915,0.21096244,0.28120887,776198.0
OH-10,0.24832645,0.017741563,0.2136183,0.284101,790946.0
OH-11,0.26363993,0.020025676,0.2243123,0.30440348,759272.0
OH-12,0.24006681,0.017542386,0.205585,0.27500647,812667.0
